"INDEX","CALLDAY","CALLTIME","CUSTPAPERTYPE","CUSTSEX","AGE","IMPORTANCEGRADE","R","F","M","Duration","MAXAMOUNT","SDAMOUNT","BUSINESSTYPE","AGENCYTYPE","AGENCYNUM","FUNDNUM","MONEYFUND","BONDFUND","STOCKFUND","hs300index","growthrate5","growthrate22","全部总投入","全部收益","收益比"
0,"星期二","下午","00","0",34,"01",98,125,62021.11832,3149,1306370.3,0.142560033817424,"定投","非直销",1,4,"有","无","有",3218.4497,-0.0141020984070446,0.0681361010853209,3869800.1,19785,0.0051126671891915
0,"星期二","下午","00","1",41,"01",98,49,4026.41244897959,3149,63346.17,0.27288517569327,"定投","非直销",1,4,"有","无","有",3218.4497,-0.0141020984070446,0.0681361010853209,102200.23,-5863.91,-0.0573766810505221
0,"星期五","上午","00","0",45,"01",136,31,25527.5187096774,3173,158243.17,0.259279720546061,"非定投","直销",3,4,"有","无","有",3130.3544,-0.00956359003498368,-0.0410880635474045,303908.18,-12208.08,-0.0401702909082605
0,"星期五","上午","00","0",46,"01",66,45,15253.1011111111,3145,133624,0.217578524240483,"非定投","非直销",2,5,"有","无","有",3185.7258,-0.0100563132535938,0.025116255003302,349131.12,-9422.82,-0.0269893442899046
0,"星期一","下午","00","1",75,"01",326,45,3506.60355555556,3197,60241.25,0.374581728631566,"非定投","非直销",4,2,"无","无","有",3066.7095,-0.00664448383619902,-0.031335674267501,68427.86,21892.97,0.319942345120832
0,"星期二","上午","00","0",49,"01",327,13,9243.31153846154,3198,27036.13,0.608491663111295,"非定投","非直销",1,2,"无","无","有",3169.5598,0.0346016896184289,0.00284090181017042,53000,14791.51,0.279085094339623
0,"星期二","上午","00","0",59,"01",96,11,77430.6845454545,3149,204940.71,0.325149169241288,"非定投","非直销",1,2,"有","无","有",3218.4497,-0.0141020984070446,0.0681361010853209,425000,2790.2,0.00656517647058823
0,"星期三","上午","00","0",45,"01",331,217,1171.44082949309,3199,70377.01,0.396849998487929,"定投","非直销",1,4,"无","无","有",3160.547,0.0331198490441651,0.00120437345416326,112000,36491.01,0.325812589285714
0,"星期一","下午","00","1",58,"01",665,12,11634.5591666667,3148,59016.71,0.240838136180013,"非定投","非直销",1,3,"无","无","有",3230.0957,0.0025453655407991,0.0514952763869478,76407.98,-3378.7,-0.0442192032821703
0,"星期四","上午","00","1",58,"01",258,36,4022.81861111111,3193,54187.19,0.621658836306289,"非定投","非直销",1,1,"无","无","有",3064.2111,0.000558661188005812,-0.030936425048808,55000,35634.28,0.647896
0,"星期四","上午","00","0",46,"02",1,134,613399.891044776,3158,3540077.74,0.283613767951956,"非定投","直销",2,3,"有","无","有",3160.6033,-0.0351754291680577,-0.0273382418346167,41070497.43,77408.59,0.00188477361716727
0,"星期二","下午","00","0",33,"01",328,2,94576.635,3198,98522.17,0.650471517186397,"非定投","非直销",1,1,"无","无","有",3169.5598,0.0346016896184289,0.00284090181017042,1e+05,51707.42,0.5170742
0,"星期一","下午","00","0",38,"01",326,140,2288.67507142857,3197,63400.85,0.53299114567522,"定投","非直销",1,4,"有","无","有",3066.7095,-0.00664448383619902,-0.031335674267501,127500,66428.72,0.521009568627451
0,"星期三","下午","00","1",65,"02",211,27,9563.29407407407,3192,118226.6,0.306107970922608,"非定投","非直销",1,2,"无","无","有",3059.2259,-0.00287151147323646,-0.0364342991208671,120000,58477.02,0.4873085
0,"星期三","上午","00","0",73,"02",181,8,39021.815,3192,147783.25,0.409782551128552,"非定投","非直销",1,2,"无","无","有",3059.2259,-0.00287151147323646,-0.0364342991208671,150000,99597.34,0.663982266666667
0,"星期二","下午","00","1",52,"01",32,262,8557.78351145038,3141,147746.07,0.201366677800704,"非定投","直销",2,7,"有","有","有",3179.1605,-0.0182633934583452,-0.000845482787737339,1134276.46,-9061.31,-0.00798862563012195
0,"星期三","下午","00","0",44,"02",203,60,5176.4805,3192,140059.8,0.130096166553007,"定投","非直销",3,4,"无","无","有",3059.2259,-0.00287151147323646,-0.0364342991208671,159210.16,58118.91,0.365045233294157
0,"星期一","下午","00","1",36,"01",354,6,28846.26,3204,54187.19,0.524471841807947,"非定投","非直销",1,2,"无","无","有",3178.7883,0.0365469243174159,-0.0109310751646299,75000,24127.52,0.321700266666667
0,"星期二","上午","00","0",45,"01",327,23,8544.76434782609,3198,78421.17,0.231964854299041,"定投","非直销",1,3,"有","无","有",3169.5598,0.0346016896184289,0.00284090181017042,90800,15413.38,0.169750881057269
0,"星期三","上午","00","0",32,"01",35,56,7016.22946428571,925,58900,0.333190800581308,"非定投","直销",1,2,"有","无","无",3165.9156,-0.00475029066090127,-0.00997596203835185,195300,2308.87,0.0118221710189452
0,"星期五","上午","00","1",44,"01",16,259,846.539652509652,3180,8644.5,0.622455523524933,"定投","直销",1,9,"有","无","有",3074.9351,-0.0177038420953231,-0.0445912204251631,116716.08,-2889.44,-0.0247561432837703
0,"星期三","上午","00","0",56,"01",127,44,5422.88204545455,3277,23054.59,0.305386734493891,"定投","直销",2,4,"有","无","有",3068.0358,-0.00479199389803173,-0.0623950764947419,112201,-146.48,-0.00130551421110329
0,"星期四","上午","00","0",39,"01",225,121,907.31479338843,3193,48287.3,0.386596803881639,"定投","非直销",2,4,"无","无","有",3064.2111,0.000558661188005812,-0.030936425048808,48808.55,19957.5,0.408893523778109
0,"星期五","上午","00","1",39,"01",123,26,60053.0461538462,3187,408223.72,0.310081604781781,"非定投","直销",3,4,"有","无","有",3078.2183,0.00106772985224952,-0.0494347208842015,771660.15,18925.51,0.0245257060378199
0,"星期四","上午","00","0",51,"01",338,2,68663.63,3200,68965.52,0.700916195915171,"非定投","非直销",1,1,"无","无","有",3167.0997,0.0335775169014955,-0.0144513540629355,70000,40074.14,0.572487714285714
0,"星期一","下午","00","0",51,"02",354,4,91320.6575,3204,148016.9,0.610572387432837,"非定投","非直销",1,2,"无","无","有",3178.7883,0.0365469243174159,-0.0109310751646299,150000,107807.02,0.718713466666667
0,"星期二","上午","00","0",35,"01",95,43,4583.89395348837,3191,89761.43,0.34934340168173,"非定投","直销",1,4,"有","有","有",3063.5556,-0.00728098467384361,-0.030705435256617,90000,17346.01,0.192733444444444
0,"星期四","下午","00","1",56,"01",64,19,10052.9,3165,29640.39,0.32195030430062,"非定投","直销",2,3,"无","无","有",3160.5809,-7.08725451254476e-06,-0.00288586248859257,15442.29,552.65,0.0357880858344196
0,"星期二","下午","00","0",48,"01",328,42,4583.61833333333,3287,41981.95,0.511023286858378,"非定投","直销",3,6,"无","有","有",3169.5598,0.0346016896184289,0.00284090181017042,78700,35921.21,0.456432147395172
0,"星期一","上午","00","0",63,"01",18,110,35211.4346363636,3162,649728.6,0.274442686433442,"非定投","直销",2,3,"有","无","有",3162.0331,-0.0205733203929771,-0.0228854095760677,1917100,39353.38,0.0205275572479266
0,"星期一","上午","00","1",47,"01",153,465,40797.2408817204,3176,1097529.88,0.290759502015397,"非定投","直销",3,9,"有","有","有",3065.6154,-0.0288682478670831,-0.0589134532582317,9385555,78575.01,0.00837190874700537
0,"星期二","下午","00","0",70,"04",166,9,277022.216666667,3190,979201.97,0.447922438897061,"非定投","非直销",1,2,"无","无","有",3063.5556,-0.00728098467384361,-0.030705435256617,1115180.56,277526.86,0.248862713317026
0,"星期四","下午","00","0",33,"01",56,14,24486.2764285714,3164,109260.44,0.334056437940755,"非定投","直销",2,2,"无","无","有",3160.5809,-7.08725451254476e-06,-0.00288586248859257,170000,2926.46,0.0172144705882353
0,"星期二","下午","00","0",59,"01",328,2,53456.08,3197,59288.54,0.567984717563483,"非定投","非直销",2,1,"无","无","有",3169.5598,0.0346016896184289,0.00284090181017042,60000,21692.72,0.361545333333333
0,"星期三","上午","00","0",50,"01",184,3,63996.5933333333,3191,98814.23,0.539695850620069,"非定投","非直销",1,1,"无","无","有",3059.2259,-0.00287151147323646,-0.0364342991208671,1e+05,56021.62,0.5602162
1,"星期五","下午","02","",0,"01",3,224,2056.12236607143,3179,29911.73,0.205170452980555,"定投","直销",2,4,"有","有","有",3074.9351,-0.0177038420953231,-0.0445912204251631,216300.71,465.9,0.00215394577299353
0,"星期三","下午","00","0",50,"03",334,33,150014.947272727,3198,2292610.84,0.206724493186257,"非定投","非直销",2,2,"有","无","有",3160.547,0.0331198490441651,0.00120437345416326,2300000,357882.42,0.155601052173913
0,"星期四","下午","00","1",51,"02",275,7,35873.9128571429,3185,98814.22,0.564660872065867,"非定投","非直销",1,1,"无","无","有",3064.2111,0.000558661188005812,-0.030936425048808,1e+05,52303.17,0.5230317
0,"星期一","下午","00","0",46,"01",326,7,18085.8685714286,3196,51034.48,0.534775459056921,"非定投","非直销",1,1,"无","无","有",3066.7095,-0.00664448383619902,-0.031335674267501,51800,23766.6,0.458814671814672
0,"星期三","上午","00","0",29,"01",181,38,1922.62,3176,17462.21,0.259020546662115,"非定投","直销",1,6,"无","无","有",3082.8086,-0.039462322245097,-0.0323057307694216,36391.43,592.4,0.0162785578912398
0,"星期一","下午","00","1",35,"01",160,276,15354.3469202899,3174,911817.17,0.27065434785528,"非定投","直销",2,12,"有","有","有",3065.6154,-0.0288682478670831,-0.0589134532582317,2091659.09,86290.29,0.0412544713488659
0,"星期三","上午","00","0",34,"01",99,190,46785.3728947368,3169,1274600.8,0.27190781350347,"定投","直销",3,7,"有","无","有",3209.4614,0.00953110105639529,-0.00268062907790674,4440592.56,11632.38,0.00261955580090419
0,"星期一","下午","00","0",53,"01",33,147,79830.083877551,3181,1297375.54,0.232250012151409,"定投","直销",5,6,"有","有","有",3095.3085,0.00968585296120314,-0.0509215246746081,5865335.14,31068.36,0.00529694540182746
1,"星期一","下午","00","0",63,"01",89,11,23746.3627272727,805,70000,0.315055547129608,"非定投","非直销",1,1,"有","无","无",3230.0957,0.0025453655407991,0.0514952763869478,130000,1209.99,0.00930761538461538
0,"星期三","上午","00","1",54,"02",184,4,87618.145,3190,129556.65,0.773217649159447,"非定投","非直销",3,2,"无","无","有",3059.2259,-0.00287151147323646,-0.0364342991208671,130004.5,134772.7,1.03667719194336
0,"星期四","上午","00","1",53,"01",338,6,18265.1616666667,3195,36847.29,0.720846683208568,"非定投","非直销",2,2,"无","无","有",3167.0997,0.0335775169014955,-0.0144513540629355,51400,21343.68,0.415246692607004
0,"星期四","下午","00","0",51,"01",58,44,22600.8388636364,3160,193039,0.264857457133772,"非定投","直销",3,3,"无","无","有",3160.5809,-7.08725451254476e-06,-0.00288586248859257,494084.24,6940.85,0.0140479081057109
0,"星期四","下午","00","1",39,"01",45,3,67772.1466666667,421,1e+05,0.520948787446956,"非定投","非直销",1,1,"有","无","无",3209.2902,-0.00217179791792073,0.0336411892697713,1e+05,3316.44,0.0331644
0,"星期三","下午","00","1",38,"01",208,22,30027.5409090909,3187,84493.05,0.592159459572539,"非定投","非直销",1,2,"无","无","有",3059.2259,-0.00287151147323646,-0.0364342991208671,325000,73872.38,0.227299630769231
0,"星期二","下午","00","0",34,"01",97,47,8337.92957446809,3144,153431.41,0.333257239189099,"非定投","非直销",2,2,"有","无","有",3218.4497,-0.0141020984070446,0.0681361010853209,193000,6486.84,0.0336105699481865
0,"星期二","下午","00","0",57,"01",98,6,18019.5833333333,3142,32279.78,0.411415341633071,"非定投","非直销",2,3,"有","有","有",3218.4497,-0.0141020984070446,0.0681361010853209,55000,299.83,0.00545145454545454
0,"星期四","下午","00","0",36,"01",2,12,9066.02916666667,3151,40572.73,0.322384998995853,"非定投","直销",1,3,"无","无","有",3160.6033,-0.0351754291680577,-0.0273382418346167,65753.51,5390.14,0.0819749394366932
0,"星期一","上午","00","1",78,"03",354,22,36980.2563636364,3199,271371.74,0.505472990319924,"非定投","直销",2,5,"无","无","有",3178.7883,0.0365469243174159,-0.0109310751646299,394000,282582.03,0.717213274111675
0,"星期二","上午","00","0",34,"01",363,156,1862.41115384615,3017,97086,0.315392501333816,"定投","非直销",2,3,"有","有","有",3177.0536,0.00236430308082535,0.0149181830657896,135400.04,19807.26,0.146286958260869
0,"星期五","上午","00","0",62,"01",291,2,69758.635,3087,50000,1.26596537300614,"非定投","非直销",1,1,"无","无","有",3062.4993,-0.00510652542089041,-0.0366955993571259,50002.25,39515.02,0.790264838082286
0,"星期一","下午","00","0",55,"01",357,12,20515.6016666667,3196,96706.46,0.444083014407618,"非定投","非直销",3,4,"无","无","有",3178.7883,0.0365469243174159,-0.0109310751646299,97856.31,63237.75,0.646230682518072
0,"星期三","上午","00","1",67,"01",181,173,9992.36439306358,3170,371079.22,0.142867360977189,"定投","非直销",1,6,"有","无","有",3082.8086,-0.039462322245097,-0.0323057307694216,842059.94,47726.97,0.0566788274003392
0,"星期三","上午","00","1",47,"01",183,47,8080.28510638298,3170,44562.91,0.298668522780666,"非定投","直销",5,10,"有","有","有",3082.8086,-0.039462322245097,-0.0323057307694216,188271.02,1580.37,0.00839412247301789
0,"星期三","下午","00","0",43,"02",210,14,152198.195714286,3288,435031.54,0.587550574564554,"非定投","非直销",2,3,"有","无","有",3059.2259,-0.00287151147323646,-0.0364342991208671,929351.34,275278.66,0.29620515745961
0,"星期二","上午","00","0",34,"01",169,161,1368.97422360248,3169,83676.18,0.243344064801478,"定投","直销",3,9,"无","有","有",3069.1124,-0.0449433688340617,-0.0436787548848029,103259.63,14434.44,0.13978783383206
0,"星期五","上午","00","1",37,"02",137,371,2272.07506738544,2719,340631.71,0.330148158024709,"定投","直销",2,6,"有","无","有",3130.3544,-0.00956359003498368,-0.0410880635474045,407500,31720.36,0.0778413742331288
0,"星期三","下午","00","1",50,"01",20,64,11089.39609375,2674,99169.37,0.280390337180113,"非定投","非直销",1,4,"有","有","有",3068.0358,-0.00479199389803173,-0.0623950764947419,352700,4981.39,0.0141235894527927
0,"星期四","下午","00","1",33,"01",57,36,5650.8075,3300,51799.83,0.28353925523855,"非定投","直销",1,3,"有","无","有",3160.5809,-7.08725451254476e-06,-0.00288586248859257,91900,488.77,0.00531849836779108
0,"星期五","下午","00","1",63,"02",296,36,7863.78361111111,3186,103320.3,0.658334445656573,"非定投","非直销",1,2,"无","无","有",3062.4993,-0.00510652542089041,-0.0366955993571259,104855.71,74920.2,0.714507583802542
0,"星期三","下午","00","1",37,"01",13,16,8086.745,3018,43599.04,0.368824097944431,"非定投","直销",2,5,"有","有","有",3209.4614,0.00953110105639529,-0.00268062907790674,64000,3020.32,0.0471925
0,"星期五","上午","00","1",39,"01",343,25,5825.4604,2514,48952.79,0.230859692609563,"定投","非直销",1,1,"无","无","有",3189.3255,0.0414126462004416,-0.00627391873290647,61000,24561.21,0.402642786885246
0,"星期四","下午","00","0",49,"01",338,6,19355.0616666667,3192,61032.56,0.411616020813731,"非定投","非直销",1,2,"无","无","有",3167.0997,0.0335775169014955,-0.0144513540629355,61942.29,18689.08,0.301717614896059
0,"星期一","上午","00","1",57,"02",326,2,272415.105,3189,191925.42,1.30019968236732,"非定投","非直销",1,1,"无","无","有",3066.7095,-0.00664448383619902,-0.031335674267501,194228.52,158676.27,0.81695659319239
0,"星期四","下午","00","0",29,"01",48,37,12464.1818918919,3424,55622.3,0.24596841092868,"非定投","非直销",1,2,"有","无","有",3209.2902,-0.00217179791792073,0.0336411892697713,229427.68,2711.05,0.0118165776683964
1,"星期四","下午","00","0",46,"01",62,96,16763.149375,3157,196531.7,0.202482076147651,"非定投","直销",3,3,"有","无","有",3160.5809,-7.08725451254476e-06,-0.00288586248859257,684209.14,3355.58,0.00490431916767438
0,"星期四","上午","00","1",44,"01",248,2,96556.985,3185,69093.15,1.26924250566541,"非定投","非直销",1,1,"无","无","有",3064.2111,0.000558661188005812,-0.030936425048808,69922.27,54098.55,0.773695562229315
0,"星期二","上午","00","1",44,"01",29,77,5061.20012987013,3176,53239.31,0.286823433012561,"非定投","直销",2,3,"有","无","有",3086.0249,0.00551055086806202,-0.0579416753380004,185200.57,1525.07,0.008234693878102
0,"星期二","下午","00","1",55,"01",98,29,139510.542068966,3141,1128892.47,0.251877328768621,"非定投","非直销",2,2,"有","无","有",3218.4497,-0.0141020984070446,0.0681361010853209,2001855.71,42151.88,0.0210564027114622
0,"星期三","下午","00","1",45,"01",201,7,47406.44,3184,73677.64,0.588232002548908,"非定投","非直销",1,1,"无","无","有",3059.2259,-0.00287151147323646,-0.0364342991208671,143500,46965.77,0.327287595818815
0,"星期四","下午","00","0",69,"01",63,109,21355.9223853211,3157,239558.31,0.22368814809444,"非定投","非直销",3,12,"有","有","有",3160.5809,-7.08725451254476e-06,-0.00288586248859257,1167529.95,-165.2,-0.000141495299542423
0,"星期三","下午","00","0",42,"01",215,119,1014.20907563025,3291,33733.67,0.255575022578108,"定投","直销",2,5,"无","无","有",3059.2259,-0.00287151147323646,-0.0364342991208671,60747.96,10081.25,0.16595207476926
0,"星期二","下午","00","0",46,"03",328,24,57283.5391666667,3190,581972.56,0.368951235541112,"非定投","非直销",3,3,"有","无","有",3169.5598,0.0346016896184289,0.00284090181017042,587114.26,205718.12,0.350388559800949
0,"星期一","下午","00","0",45,"01",357,6,47929,3196,142494.75,0.383595958896887,"非定投","非直销",3,3,"有","无","有",3178.7883,0.0365469243174159,-0.0109310751646299,143769.14,32178.67,0.223821816003073
0,"星期一","下午","00","1",39,"01",87,93,58282.7024731183,3140,865903.42,0.113685187629674,"非定投","非直销",3,2,"有","无","有",3230.0957,0.0025453655407991,0.0514952763869478,2702711.43,14983.63,0.00554392519811114
0,"星期四","下午","00","1",34,"01",426,12,38918.2241666667,3178,222465.11,0.32461651275485,"非定投","非直销",2,3,"有","无","有",3062.5002,-0.00894361583686322,-0.0514032246588932,231942.29,3555.43,0.015328942384763
0,"星期四","上午","00","1",49,"01",196,71,14402.6143661972,3171,110689.98,0.241724201855938,"非定投","直销",4,5,"有","有","有",3090.1372,-0.0385145566322296,-0.0433295211655802,509912.53,2779.66,0.00545124866808039
0,"星期一","上午","00","1",53,"01",158,41,32345.6158536585,3168,287025.86,0.198015765811028,"非定投","直销",2,3,"有","无","有",3065.6154,-0.0288682478670831,-0.0589134532582317,660871.57,4484.69,0.00678602349318794
0,"星期四","下午","00","0",34,"01",56,263,46802.4997718631,3157,979018.58,0.228265463784266,"定投","直销",4,8,"有","无","有",3160.5809,-7.08725451254476e-06,-0.00288586248859257,5783310.56,98624.62,0.0170533155667158
0,"星期二","下午","00","0",54,"01",328,17,5402.61,3190,31505.1,0.657357661931672,"非定投","非直销",2,4,"无","无","有",3169.5598,0.0346016896184289,0.00284090181017042,45942.28,15016.08,0.326846643222757
0,"星期五","上午","00","0",52,"01",66,84,44228.5155952381,3158,277420.9,0.256378249450805,"定投","直销",4,8,"有","无","有",3156.7451,-0.00571863464601661,0.00680462885585169,1831299.34,14122.69,0.00771184136395746
0,"星期四","下午","00","1",35,"01",142,15,17279.0793333333,3178,102694.49,0.258186486092853,"非定投","直销",2,3,"无","无","有",3062.5002,-0.00894361583686322,-0.0514032246588932,10971.14,2153.79,0.196314147846076
0,"星期五","上午","00","0",49,"01",290,45,5273.996,3186,94831.29,0.352392631171877,"定投","非直销",2,6,"有","有","有",3062.4993,-0.00510652542089041,-0.0366955993571259,108761.94,19894.18,0.182914905710582
0,"星期一","下午","00","0",50,"01",24,22,9450.12,3154,60868.5,0.294411428277517,"非定投","直销",3,5,"无","无","有",3162.0331,-0.0205733203929771,-0.0228854095760677,95184.04,17562.76,0.184513706289416
0,"星期一","上午","00","0",65,"01",82,11,161870.373636364,3140,789791.87,0.306055408334164,"非定投","非直销",1,2,"有","无","有",3230.0957,0.0025453655407991,0.0514952763869478,885971.14,8643.35,0.00975579181958455
0,"星期一","上午","00","1",57,"01",349,4,32551.3875,3196,46466.36,0.619996883840312,"非定投","非直销",1,2,"无","无","有",3178.7883,0.0365469243174159,-0.0109310751646299,54855.71,21144.6,0.385458505595862
0,"星期四","下午","00","1",45,"01",29,132,1314.58075757576,3178,29062.77,0.25721653089307,"定投","非直销",2,6,"有","无","有",3062.5002,-0.00894361583686322,-0.0514032246588932,88875.96,-3611.17,-0.0406315723622001
0,"星期二","下午","00","0",50,"01",96,58,8805.8275862069,3162,66406.49,0.289097931555657,"非定投","直销",2,4,"有","无","有",3213.5397,0.0162890767968241,-0.000850549080795409,256362.42,-1759.25,-0.00686235525472103
0,"星期五","下午","00","1",58,"01",345,7,20719.9285714286,3193,51007.68,0.468845343403151,"非定投","非直销",3,3,"无","无","有",3189.3255,0.0414126462004416,-0.00627391873290647,70971.14,32835.37,0.46265806072722
0,"星期四","下午","00","0",33,"01",338,54,3356.62851851852,3192,60517.53,0.411627654375878,"定投","非直销",1,3,"无","无","有",3167.0997,0.0335775169014955,-0.0144513540629355,80454.31,21160.31,0.263010272538538
0,"星期四","下午","00","0",38,"01",339,7,20673.1757142857,3192,50246.31,0.673779651776318,"非定投","非直销",1,1,"无","无","有",3167.0997,0.0335775169014955,-0.0144513540629355,51000,43465.92,0.852272941176471
0,"星期二","下午","00","0",55,"01",97,30,52150.671,2924,348675.35,0.297500504972918,"非定投","非直销",1,2,"有","无","有",3218.4497,-0.0141020984070446,0.0681361010853209,779000,6965.09,0.00894106546854942
0,"星期五","下午","00","0",48,"01",345,135,4427.8682962963,3193,159809.65,0.310765488315447,"定投","非直销",1,4,"无","无","有",3189.3255,0.0414126462004416,-0.00627391873290647,245856.61,130471.07,0.5306795290149
0,"星期五","上午","00","0",51,"01",287,17,9339.62764705882,3186,63838.51,0.399456825791138,"非定投","非直销",1,2,"无","有","有",3062.4993,-0.00510652542089041,-0.0366955993571259,63890.97,34644.76,0.542248145551711
0,"星期二","上午","00","0",39,"02",363,4,88075.145,3197,147384.93,0.571761448365663,"非定投","非直销",1,2,"无","无","有",3177.0536,0.00236430308082535,0.0149181830657896,148557.13,72351.62,0.487028929543806
0,"星期二","上午","00","0",43,"01",28,198,7356.17484848485,3155,142271.2,0.166533244087193,"定投","直销",2,6,"有","有","有",3179.1605,-0.0182633934583452,-0.000845482787737339,608994.88,-1121.58,-0.00184169036035245
0,"星期三","下午","00","0",41,"01",111,40,819815.17975,3163,3770828.84,0.323568351662203,"非定投","直销",2,3,"有","无","有",3209.4614,0.00953110105639529,-0.00268062907790674,16358268.56,76761.01,0.00469248990004355
0,"星期四","下午","00","0",46,"02",339,2,182698.41,3192,115155.25,1.53659959994675,"非定投","非直销",1,1,"无","无","有",3167.0997,0.0335775169014955,-0.0144513540629355,116537.11,133704.46,1.14731230249317
0,"星期五","上午","00","1",77,"01",141,67,188810.12,3165,3495576.87,0.180885876662463,"非定投","直销",2,3,"无","无","有",3130.3544,-0.00956359003498368,-0.0410880635474045,6428831.26,-200321.6,-0.0311598783508902
0,"星期四","下午","00","0",47,"01",338,2,225275.98,545,197628.46,0.904950238297843,"非定投","非直销",1,1,"无","无","有",3167.0997,0.0335775169014955,-0.0144513540629355,2e+05,52923.5,0.2646175
0,"星期五","下午","00","1",63,"01",344,4,27852.5325,3193,54499.92,0.513379556493974,"非定投","非直销",1,2,"无","无","有",3189.3255,0.0414126462004416,-0.00627391873290647,54855.71,21519.96,0.392301184325205
0,"星期二","上午","00","0",38,"01",84,284,28057.5305633803,3169,973327.58,0.238708946698936,"非定投","直销",4,5,"有","无","有",3069.1124,-0.0449433688340617,-0.0436787548848029,3976417.95,18917.39,0.00475739478039525
0,"星期三","下午","00","0",42,"01",204,4,26863.235,3184,54059.21,0.45776704266425,"非定投","非直销",1,2,"无","无","有",3059.2259,-0.00287151147323646,-0.0364342991208671,54855.71,30228.42,0.551053299647384
0,"星期五","下午","00","1",37,"01",72,41,51327.6051219512,3136,542161.66,0.22945603877757,"非定投","非直销",2,4,"有","有","有",3185.7258,-0.0100563132535938,0.025116255003302,1056657.68,1172.47,0.00110960249680862
0,"星期一","上午","00","0",56,"01",314,6,40774.5183333333,3189,50000,0.750409371338183,"非定投","非直销",1,2,"无","无","有",3066.7095,-0.00664448383619902,-0.031335674267501,120013.5,41871.14,0.348886916888517
0,"星期四","下午","00","0",38,"01",49,112,5590.56294642857,3130,184960.21,0.399127849658402,"定投","非直销",2,4,"有","无","有",3209.2902,-0.00217179791792073,0.0336411892697713,303700,18942.13,0.0623711886730326
0,"星期一","下午","00","0",34,"01",25,43,10777.1820930233,3150,67486.55,0.32185920135148,"非定投","直销",1,3,"无","无","有",3162.0331,-0.0205733203929771,-0.0228854095760677,231371.38,694.16,0.00300019820947604
0,"星期二","下午","00","1",67,"01",176,13,8771.48846153846,3182,49437.37,0.287739210844355,"非定投","非直销",1,1,"无","无","有",3063.5556,-0.00728098467384361,-0.030705435256617,59000,23128.69,0.392011694915254
0,"星期三","下午","00","1",33,"01",107,2,10008.36,131,10000,0.708289063724691,"非定投","直销",1,1,"有","无","无",3209.4614,0.00953110105639529,-0.00268062907790674,10000,17.57,0.001757
0,"星期二","上午","00","1",51,"01",327,24,30087.52875,3008,260000,0.18069964052438,"非定投","非直销",4,3,"有","有","有",3169.5598,0.0346016896184289,0.00284090181017042,362458,18552.85,0.0511862064018452
1,"星期一","下午","00","1",34,"01",20,161,21275.9911801242,2775,332933.88,0.186584417397217,"非定投","非直销",1,1,"有","无","无",3095.3085,0.00968585296120314,-0.0509215246746081,1707000,11434.58,0.00669864089045108
0,"星期一","下午","00","0",45,"01",10,4,42610.11,3178,98814.23,0.358272688935289,"非定投","非直销",1,1,"无","无","有",3087.2225,-0.00261234057929936,-0.0294885638170121,1e+05,23794.69,0.2379469
0,"星期二","上午","00","0",46,"02",64,35,7254.576,3178,98522.17,0.431592840662432,"非定投","非直销",1,1,"无","无","有",3063.5556,-0.00728098467384361,-0.030705435256617,1e+05,55387.99,0.5538799
0,"星期二","下午","00","1",38,"01",90,38,82546.7957894737,3143,1030236.06,0.208482411821236,"非定投","直销",2,2,"无","无","有",3213.5397,0.0162890767968241,-0.000850549080795409,1000,19.72,0.01972
0,"星期二","下午","00","0",33,"01",32,14,65124.7992857143,1523,217758.62,0.399929753042396,"非定投","非直销",2,1,"有","无","无",3179.1605,-0.0182633934583452,-0.000845482787737339,453418.67,4909.85,0.0108285130826219
0,"星期五","上午","00","0",40,"01",340,58,1836.31034482759,3151,26839.08,0.895360221666802,"定投","直销",1,2,"无","无","有",3189.3255,0.0414126462004416,-0.00627391873290647,57000,24255.23,0.425530350877193
0,"星期一","上午","00","1",34,"01",314,54,6133.09444444444,3182,89463.23,0.322814792389899,"定投","直销",1,2,"无","无","有",3066.7095,-0.00664448383619902,-0.031335674267501,160000,41962.47,0.2622654375
0,"星期二","下午","00","1",36,"01",328,94,1622.93265957447,3185,49061.24,0.471261437996984,"定投","非直销",1,2,"无","无","有",3169.5598,0.0346016896184289,0.00284090181017042,68800,19724.08,0.286687209302326
0,"星期二","上午","00","0",34,"02",363,12,104865.244166667,3192,352138.24,0.43922235107407,"非定投","非直销",1,5,"有","无","有",3177.0536,0.00236430308082535,0.0149181830657896,557250.6,148994.09,0.267373583805921
0,"星期一","下午","00","1",55,"01",27,11,43730.9,3176,67193.67,0.794158713288151,"非定投","非直销",1,1,"无","无","有",3087.2225,-0.00261234057929936,-0.0294885638170121,208000,67506.31,0.324549567307692
0,"星期一","下午","00","1",50,"02",360,7,48618.2685714286,3190,98522.16,0.925627789125462,"非定投","非直销",1,1,"无","无","有",3178.7883,0.0365469243174159,-0.0109310751646299,1e+05,141805.72,1.4180572
0,"星期四","下午","00","0",43,"01",338,87,3743.62103448276,3186,111397.21,0.333554452790777,"定投","非直销",2,3,"无","无","有",3167.0997,0.0335775169014955,-0.0144513540629355,145500,36683.26,0.252118625429553
0,"星期二","上午","00","0",37,"01",97,87,3460.32264367816,3150,93402.62,0.504760147631034,"定投","直销",2,5,"无","无","有",3063.5556,-0.00728098467384361,-0.030705435256617,130955.11,36977.05,0.282364315527664
